Pallet#,Lab,Lab Srt,Label Name,Cntr,Cntr Srt,Container Desc,Pack,Pack Srt,Pack Desc,Var,Variety Desc,Ran,Ran Srt,Ranch Name,Blk,Pick Date,YTD Pick,Batch,Swampers,Crew,Cld Stg,QUALITY CODE,Var Srt,Crw Srt,REC ADDED,REGION,BATCH SEQ
182101,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,241,STELLA BELLA/SV,24,,TEJON RANCH,12,2024-08-14,.0,41927,23180000,520,8,2Z, SB,WG,2024-08-14-10.40.06.034000,S,2
182102,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,241,STELLA BELLA/SV,24,,TEJON RANCH,12,2024-08-14,.0,41927,23180000,520,8,2Z, SB,WG,2024-08-14-10.40.06.034000,S,3
182103,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,241,STELLA BELLA/SV,24,,TEJON RANCH,12,2024-08-14,.0,41927,23180000,520,8,2Z, SB,WG,2024-08-14-10.40.06.035000,S,4
182104,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,241,STELLA BELLA/SV,24,,TEJON RANCH,12,2024-08-14,.0,41927,23180000,520,8,2Z, SB,WG,2024-08-14-10.40.06.035000,S,5
182105,38,SVC,SUNVIEW,36,CB24,C/B 16X24,310,ST19,S BELLA 19,241,STELLA BELLA/SV,24,,TEJON RANCH,12,2024-08-14,.0,41927,23180000,520,8,2X, SB,WG,2024-08-14-10.40.06.035000,S,6
182106,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,.0,42501,87000000,508,0,2Z, SB,NL,2024-08-14-10.40.06.035000,R,1
182107,99,NL,NO LABEL,41,ST24,STYRO24,194,D20,DRUM-20,326,EXP. 34-142-073,55,,LERDO RANCH,1,2024-08-14,.0,10945,87000000,691,0,2Z,326,ZT,2024-08-14-10.40.06.035000,R,1
182108,99,NL,NO LABEL,41,ST24,STYRO24,194,D20,DRUM-20,326,EXP. 34-142-073,55,,LERDO RANCH,1,2024-08-14,.0,10945,87000000,691,0,2Z,326,ZT,2024-08-14-10.40.06.035000,R,2
182109,99,NL,NO LABEL,41,ST24,STYRO24,194,D20,DRUM-20,326,EXP. 34-142-073,55,,LERDO RANCH,1,2024-08-14,.0,10945,87000000,691,0,2Z,326,ZT,2024-08-14-10.40.06.035000,R,3
182110,99,NL,NO LABEL,41,ST24,STYRO24,194,D20,DRUM-20,326,EXP. 34-142-073,55,,LERDO RANCH,1,2024-08-14,.0,10945,87000000,691,0,2X,326,ZT,2024-08-14-10.40.06.035000,R,4
182111,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,291,SV28-100-202 PP,55,,LERDO RANCH,1,2024-08-14,.0,10945,87000000,691,0,2Z,291,ZT,2024-08-14-10.40.06.035000,R,5
182112,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,291,SV28-100-202 PP,55,,LERDO RANCH,1,2024-08-14,.0,10945,87000000,691,0,2Z,291,ZT,2024-08-14-10.40.06.035000,R,6
182113,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,291,SV28-100-202 PP,55,,LERDO RANCH,1,2024-08-14,.0,10945,87000000,691,0,2X,291,ZT,2024-08-14-10.40.06.035000,R,7
182114,144,SV-S,SV SO2 PAD,74,WPTZ,W/PLS 5 3/16,67,PL21,PLAIN-21,326,EXP. 34-142-073,55,,LERDO RANCH,1,2024-08-14,.0,10945,87000000,691,0,2Z,326,ZT,2024-08-14-10.40.06.035000,R,8
182115,178,NPOC,NP ORG CHEP *,36,CB24,C/B 16X24,218,10X2,CLAMSHELL10X2,277,SPARKLE/SV28-10,117, RAN,MERCED AVENUE,8,2024-08-14,80.0,44418,12000000,440,0,2Z,SPK,HP,2024-08-14-10.40.06.036000,R,1
999625,139,SVOC,SV-ORGANIC*,36,CB24,C/B 16X24,442,NP19,NATURES PROMI,277,SPARKLE/SV28-10,54,,FDIC,4,2024-07-29,.0,0,0,440,0,2X,SPK,HP,2024-08-14-10.50.06.038000,S,2
999617,181,WMOC,WM ORG CHEP *,96,CCOR,ORG CLAM RCL,112,8X2,CLAMSHELL-8X2,277,SPARKLE/SV28-10,117, RAN,MERCED AVENUE,14,2024-08-06,.0,0,0,440,0,2Z,SPK,HP,2024-08-14-10.50.06.038000,R,2
999640,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,241,STELLA BELLA/SV,54,,FDIC,5,2024-08-08,.0,0,0,710,0,2X, SB,AV,2024-08-14-10.50.06.038000,S,2
999616,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,38,FLAME SEEDLESS,54,,FDIC,35,2024-08-09,.0,0,0,874,0,2Z,FLM,NZ,2024-08-14-10.50.06.038000,S,2
999626,367,ESV,ESTATE VNYRDS,36,CB24,C/B 16X24,316,LG19,LGUSSET-19,131,SUMMER ROYAL,99,CH,NONE SUCH RAN,564,2024-08-09,.0,0,0,440,0,2Z,SRO,HP,2024-08-14-10.50.06.038000,,2
999613,38,SVC,SUNVIEW,36,CB24,C/B 16X24,406,SP19,SPARKLE BAG19,277,SPARKLE/SV28-10,79,ER,RAYMOND METTL,11,2024-08-12,.0,0,0,270,0,2Z,SPK,K,2024-08-14-10.50.06.038000,S,2
999614,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,157,SCARLET ROYAL,54,,FDIC,21,2024-08-12,.0,0,0,374,0,2Z,SCR,HH,2024-08-14-10.50.06.038000,S,2
182116,153,NLRS,NL RED S02PAD,41,ST24,STYRO24,492,LV19,LINER SV BAG,157,SCARLET ROYAL,54,,FDIC,21,2024-08-14,.0,11311,51240000,910,9,2Z,SCR,TC,2024-08-14-10.50.06.034000,S,1
182117,153,NLRS,NL RED S02PAD,41,ST24,STYRO24,492,LV19,LINER SV BAG,157,SCARLET ROYAL,54,,FDIC,21,2024-08-14,.0,11311,51240000,910,9,2Z,SCR,TC,2024-08-14-10.50.06.034000,S,2
182118,153,NLRS,NL RED S02PAD,41,ST24,STYRO24,492,LV19,LINER SV BAG,157,SCARLET ROYAL,54,,FDIC,21,2024-08-14,.0,11311,51240000,910,9,2Z,SCR,TC,2024-08-14-10.50.06.034000,S,3
182119,153,NLRS,NL RED S02PAD,41,ST24,STYRO24,492,LV19,LINER SV BAG,157,SCARLET ROYAL,54,,FDIC,21,2024-08-14,.0,11311,51240000,910,9,2Z,SCR,TC,2024-08-14-10.50.06.034000,S,4
182120,153,NLRS,NL RED S02PAD,41,ST24,STYRO24,492,LV19,LINER SV BAG,157,SCARLET ROYAL,54,,FDIC,21,2024-08-14,.0,11311,51240000,910,9,2Z,SCR,TC,2024-08-14-10.50.06.034000,S,5
182121,153,NLRS,NL RED S02PAD,41,ST24,STYRO24,492,LV19,LINER SV BAG,157,SCARLET ROYAL,54,,FDIC,21,2024-08-14,.0,11311,51240000,910,9,2Z,SCR,TC,2024-08-14-10.50.06.034000,S,6
182122,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,157,SCARLET ROYAL,54,,FDIC,21,2024-08-14,.0,23252,235248000,850,9,2Z,SCR,SB,2024-08-14-10.50.06.034000,S,1
182123,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,157,SCARLET ROYAL,54,,FDIC,21,2024-08-14,.0,23252,235248000,850,9,2Z,SCR,SB,2024-08-14-10.50.06.034000,S,2
182124,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,157,SCARLET ROYAL,54,,FDIC,21,2024-08-14,.0,23252,235248000,850,9,2Z,SCR,SB,2024-08-14-10.50.06.034000,S,3
182125,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,157,SCARLET ROYAL,54,,FDIC,21,2024-08-14,.0,23252,235248000,850,9,2Z,SCR,SB,2024-08-14-10.50.06.034000,S,4
182126,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,157,SCARLET ROYAL,54,,FDIC,21,2024-08-14,.0,23252,235248000,850,9,2Z,SCR,SB,2024-08-14-10.50.06.035000,S,5
182127,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,157,SCARLET ROYAL,54,,FDIC,21,2024-08-14,.0,23252,235248000,850,9,2Z,SCR,SB,2024-08-14-10.50.06.035000,S,6
182128,139,SVOC,SV-ORGANIC*,36,CB24,C/B 16X24,441,GR19,GREENWISE,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,.0,41492,87000000,396,0,2Z, SB,NC,2024-08-14-10.50.06.035000,R,1
182129,139,SVOC,SV-ORGANIC*,36,CB24,C/B 16X24,441,GR19,GREENWISE,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,.0,41492,87000000,396,0,2Z, SB,NC,2024-08-14-10.50.06.035000,R,2
182130,139,SVOC,SV-ORGANIC*,36,CB24,C/B 16X24,441,GR19,GREENWISE,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,.0,41492,87000000,396,0,2Z, SB,NC,2024-08-14-10.50.06.035000,R,3
182131,139,SVOC,SV-ORGANIC*,36,CB24,C/B 16X24,441,GR19,GREENWISE,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,.0,41492,87000000,396,0,2Z, SB,NC,2024-08-14-10.50.06.035000,R,4
182132,139,SVOC,SV-ORGANIC*,36,CB24,C/B 16X24,441,GR19,GREENWISE,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,.0,41492,87000000,396,0,2Z, SB,NC,2024-08-14-10.50.06.035000,R,5
182133,139,SVOC,SV-ORGANIC*,36,CB24,C/B 16X24,441,GR19,GREENWISE,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,.0,41492,87000000,396,0,2Z, SB,NC,2024-08-14-10.50.06.035000,R,6
182134,139,SVOC,SV-ORGANIC*,36,CB24,C/B 16X24,441,GR19,GREENWISE,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,.0,41492,87000000,396,0,2Z, SB,NC,2024-08-14-10.50.06.035000,R,7
182135,240,M&V,M & V,41,ST24,STYRO24,316,LG19,LGUSSET-19,131,SUMMER ROYAL,99,CH,NONE SUCH RAN,585,2024-08-14,.0,38743,12000000,440,0,2Z,SRO,HP,2024-08-14-10.50.06.035000,,1
182136,240,M&V,M & V,41,ST24,STYRO24,316,LG19,LGUSSET-19,131,SUMMER ROYAL,99,CH,NONE SUCH RAN,585,2024-08-14,.0,38743,12000000,440,0,2Z,SRO,HP,2024-08-14-10.50.06.035000,,2
182137,240,M&V,M & V,41,ST24,STYRO24,316,LG19,LGUSSET-19,131,SUMMER ROYAL,99,CH,NONE SUCH RAN,585,2024-08-14,.0,38743,12000000,440,0,2Z,SRO,HP,2024-08-14-10.50.06.035000,,3
182138,240,M&V,M & V,41,ST24,STYRO24,316,LG19,LGUSSET-19,131,SUMMER ROYAL,99,CH,NONE SUCH RAN,585,2024-08-14,.0,38743,12000000,440,0,2Z,SRO,HP,2024-08-14-10.50.06.035000,,4
182139,240,M&V,M & V,41,ST24,STYRO24,316,LG19,LGUSSET-19,131,SUMMER ROYAL,99,CH,NONE SUCH RAN,585,2024-08-14,.0,38743,12000000,440,0,2Z,SRO,HP,2024-08-14-10.50.06.036000,,5
182140,240,M&V,M & V,41,ST24,STYRO24,316,LG19,LGUSSET-19,131,SUMMER ROYAL,99,CH,NONE SUCH RAN,585,2024-08-14,.0,38743,12000000,440,0,2Z,SRO,HP,2024-08-14-10.50.06.036000,,6
182141,240,M&V,M & V,41,ST24,STYRO24,316,LG19,LGUSSET-19,131,SUMMER ROYAL,99,CH,NONE SUCH RAN,585,2024-08-14,.0,38743,12000000,440,0,2Z,SRO,HP,2024-08-14-10.50.06.036000,,7
182142,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,277,SPARKLE/SV28-10,79,ER,RAYMOND METTL,11,2024-08-14,.0,18024,99233000,270,7,2Z,SPK,K,2024-08-14-10.50.06.036000,S,1
182143,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,277,SPARKLE/SV28-10,79,ER,RAYMOND METTL,11,2024-08-14,.0,18024,99233000,270,7,2Z,SPK,K,2024-08-14-10.50.06.036000,S,2
182144,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,277,SPARKLE/SV28-10,79,ER,RAYMOND METTL,11,2024-08-14,.0,18024,99233000,270,7,2Z,SPK,K,2024-08-14-10.50.06.037000,S,3
182145,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,277,SPARKLE/SV28-10,79,ER,RAYMOND METTL,11,2024-08-14,.0,18024,99233000,270,7,2Z,SPK,K,2024-08-14-10.50.06.037000,S,4
182146,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,277,SPARKLE/SV28-10,79,ER,RAYMOND METTL,11,2024-08-14,.0,18024,99233000,270,7,2Z,SPK,K,2024-08-14-10.50.06.037000,S,5
182147,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,277,SPARKLE/SV28-10,79,ER,RAYMOND METTL,11,2024-08-14,.0,18024,99233000,270,7,2Z,SPK,K,2024-08-14-10.50.06.037000,S,6
182148,153,NLRS,NL RED S02PAD,41,ST24,STYRO24,462,LK19,LINER SPK BAG,277,SPARKLE/SV28-10,79,ER,RAYMOND METTL,11,2024-08-14,.0,19334,133247000,370,7,2Z,SPK,A,2024-08-14-10.50.06.037000,S,1
182149,153,NLRS,NL RED S02PAD,41,ST24,STYRO24,462,LK19,LINER SPK BAG,277,SPARKLE/SV28-10,79,ER,RAYMOND METTL,11,2024-08-14,.0,19334,133247000,370,7,2Z,SPK,A,2024-08-14-10.50.06.037000,S,2
182150,153,NLRS,NL RED S02PAD,41,ST24,STYRO24,462,LK19,LINER SPK BAG,277,SPARKLE/SV28-10,79,ER,RAYMOND METTL,11,2024-08-14,.0,19334,133247000,370,7,2Z,SPK,A,2024-08-14-10.50.06.037000,S,3
182151,153,NLRS,NL RED S02PAD,41,ST24,STYRO24,462,LK19,LINER SPK BAG,277,SPARKLE/SV28-10,79,ER,RAYMOND METTL,11,2024-08-14,.0,19334,133247000,370,7,2Z,SPK,A,2024-08-14-10.50.06.037000,S,4
182152,153,NLRS,NL RED S02PAD,41,ST24,STYRO24,462,LK19,LINER SPK BAG,277,SPARKLE/SV28-10,79,ER,RAYMOND METTL,11,2024-08-14,.0,19334,133247000,370,7,2Z,SPK,A,2024-08-14-10.50.06.037000,S,5
182153,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,277,SPARKLE/SV28-10,79,ER,RAYMOND METTL,11,2024-08-14,.0,19334,133247000,370,7,2X,SPK,A,2024-08-14-10.50.06.037000,S,6
182154,99,NL,NO LABEL,92,TOTE,FIELD TOTE,500,D00,NO WEIGHT TOT,277,SPARKLE/SV28-10,79,ER,RAYMOND METTL,11,2024-08-14,.0,27432,214252000,190,7, Z,SPK,VZ,2024-08-14-10.50.06.037000,S,1
182155,99,NL,NO LABEL,92,TOTE,FIELD TOTE,500,D00,NO WEIGHT TOT,277,SPARKLE/SV28-10,79,ER,RAYMOND METTL,11,2024-08-14,.0,27432,214252000,190,7, Z,SPK,VZ,2024-08-14-10.50.06.037000,S,2
182156,99,NL,NO LABEL,92,TOTE,FIELD TOTE,500,D00,NO WEIGHT TOT,277,SPARKLE/SV28-10,79,ER,RAYMOND METTL,11,2024-08-14,.0,27432,214252000,190,7, Z,SPK,VZ,2024-08-14-10.50.06.037000,S,3
182157,99,NL,NO LABEL,92,TOTE,FIELD TOTE,500,D00,NO WEIGHT TOT,277,SPARKLE/SV28-10,79,ER,RAYMOND METTL,11,2024-08-14,.0,27432,214252000,190,7, Z,SPK,VZ,2024-08-14-10.50.06.038000,S,4
182158,734,TOIC,TST OF INS CH,36,CB24,C/B 16X24,112,8X2,CLAMSHELL-8X2,277,SPARKLE/SV28-10,23,,ULLO PLACE,9,2024-08-14,48.0,50476,12000000,440,0,2Z,SPK,HP,2024-08-14-10.50.06.038000,S,1
182159,734,TOIC,TST OF INS CH,36,CB24,C/B 16X24,112,8X2,CLAMSHELL-8X2,277,SPARKLE/SV28-10,23,,ULLO PLACE,9,2024-08-14,80.0,50476,12000000,440,0,2Z,SPK,HP,2024-08-14-10.50.06.038000,S,2
182160,740,STB,STELLA BELLA,36,CB24,C/B 16X24,218,10X2,CLAMSHELL10X2,241,STELLA BELLA/SV,54,,FDIC,3,2024-08-14,3.0,50514,12000000,440,0,2Z, SB,HP,2024-08-14-10.50.06.038000,S,1
182161,740,STB,STELLA BELLA,36,CB24,C/B 16X24,218,10X2,CLAMSHELL10X2,241,STELLA BELLA/SV,54,,FDIC,3,2024-08-14,12.0,50514,12000000,440,0,2Z, SB,HP,2024-08-14-10.50.06.038000,S,2
182162,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,.0,41785,87000000,485,0,2Z, SB,JW,2024-08-14-11.00.06.036000,R,1
182163,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,.0,41785,87000000,485,0,2Z, SB,JW,2024-08-14-11.00.06.036000,R,2
182164,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,.0,41785,87000000,485,0,2Z, SB,JW,2024-08-14-11.00.06.037000,R,3
182165,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,.0,41785,87000000,485,0,2Z, SB,JW,2024-08-14-11.00.06.037000,R,4
182166,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,.0,41785,87000000,485,0,2Z, SB,JW,2024-08-14-11.00.06.037000,R,5
182167,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,.0,41785,87000000,485,0,2Z, SB,JW,2024-08-14-11.00.06.037000,R,6
182168,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,.0,41785,87000000,485,0,2Z, SB,JW,2024-08-14-11.00.06.037000,R,7
182169,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,.0,41785,87000000,485,0,2X, SB,JW,2024-08-14-11.00.06.037000,R,8
182170,156,NL-S,NL S02 PAD,41,ST24,STYRO24,288,LS19,LINER-SB-19,241,STELLA BELLA/SV,54,,FDIC,11,2024-08-14,.0,27546,146192000,250,9,2Z, SB,DA,2024-08-14-11.00.06.037000,S,1
182171,156,NL-S,NL S02 PAD,41,ST24,STYRO24,288,LS19,LINER-SB-19,241,STELLA BELLA/SV,54,,FDIC,11,2024-08-14,.0,27546,146192000,250,9,2Z, SB,DA,2024-08-14-11.00.06.037000,S,2
182172,156,NL-S,NL S02 PAD,41,ST24,STYRO24,288,LS19,LINER-SB-19,241,STELLA BELLA/SV,54,,FDIC,11,2024-08-14,.0,27546,146192000,250,9,2Z, SB,DA,2024-08-14-11.00.06.037000,S,3
182173,156,NL-S,NL S02 PAD,41,ST24,STYRO24,288,LS19,LINER-SB-19,241,STELLA BELLA/SV,54,,FDIC,11,2024-08-14,.0,27546,146192000,250,9,2Z, SB,DA,2024-08-14-11.00.06.037000,S,4
182174,156,NL-S,NL S02 PAD,41,ST24,STYRO24,288,LS19,LINER-SB-19,241,STELLA BELLA/SV,54,,FDIC,11,2024-08-14,.0,27546,146192000,250,9,2Z, SB,DA,2024-08-14-11.00.06.037000,S,5
182175,156,NL-S,NL S02 PAD,41,ST24,STYRO24,288,LS19,LINER-SB-19,241,STELLA BELLA/SV,54,,FDIC,11,2024-08-14,.0,27546,146192000,250,9,2Z, SB,DA,2024-08-14-11.00.06.037000,S,6
182176,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,241,STELLA BELLA/SV,54,,FDIC,11,2024-08-14,.0,27546,146192000,250,9,2X, SB,DA,2024-08-14-11.00.06.037000,S,7
182177,181,WMOC,WM ORG CHEP *,96,CCOR,ORG CLAM RCL,112,8X2,CLAMSHELL-8X2,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,80.0,44516,12000000,440,0,2Z, SB,HP,2024-08-14-11.00.06.037000,R,1
182178,181,WMOC,WM ORG CHEP *,96,CCOR,ORG CLAM RCL,112,8X2,CLAMSHELL-8X2,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,80.0,44516,12000000,440,0,2Z, SB,HP,2024-08-14-11.00.06.037000,R,2
182179,181,WMOC,WM ORG CHEP *,96,CCOR,ORG CLAM RCL,112,8X2,CLAMSHELL-8X2,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,80.0,44516,12000000,440,0,2Z, SB,HP,2024-08-14-11.00.06.038000,R,3
182180,97,NLR,NL-RED,92,TOTE,FIELD TOTE,194,D20,DRUM-20,264,TIMPSON (tm),24,,TEJON RANCH,4,2024-08-14,.0,48818,73250000,911,8,2Z,TMP,CY,2024-08-14-11.10.06.033000,S,1
182181,97,NLR,NL-RED,92,TOTE,FIELD TOTE,194,D20,DRUM-20,264,TIMPSON (tm),24,,TEJON RANCH,4,2024-08-14,.0,48818,73250000,911,8,2Z,TMP,CY,2024-08-14-11.10.06.033000,S,2
182182,97,NLR,NL-RED,92,TOTE,FIELD TOTE,194,D20,DRUM-20,264,TIMPSON (tm),24,,TEJON RANCH,4,2024-08-14,.0,48818,73250000,911,8,2Z,TMP,CY,2024-08-14-11.10.06.033000,S,3
182183,97,NLR,NL-RED,92,TOTE,FIELD TOTE,194,D20,DRUM-20,264,TIMPSON (tm),24,,TEJON RANCH,4,2024-08-14,.0,48818,73250000,911,8,2Z,TMP,CY,2024-08-14-11.10.06.033000,S,4
182184,706,NLMS,NL MEX PK S02,41,ST24,STYRO24,425,LC19,LINER CS BAG,264,TIMPSON (tm),24,,TEJON RANCH,4,2024-08-14,.0,48818,73250000,911,8,2X,TMP,CY,2024-08-14-11.10.06.033000,S,5
182185,153,NLRS,NL RED S02PAD,41,ST24,STYRO24,462,LK19,LINER SPK BAG,277,SPARKLE/SV28-10,23,,ULLO PLACE,9,2024-08-14,.0,41686,37078183,610,7,2Z,SPK,CC,2024-08-14-11.10.06.034000,S,1
182186,153,NLRS,NL RED S02PAD,41,ST24,STYRO24,462,LK19,LINER SPK BAG,277,SPARKLE/SV28-10,23,,ULLO PLACE,9,2024-08-14,.0,41686,37078183,610,7,2Z,SPK,CC,2024-08-14-11.10.06.034000,S,2
182187,153,NLRS,NL RED S02PAD,41,ST24,STYRO24,462,LK19,LINER SPK BAG,277,SPARKLE/SV28-10,23,,ULLO PLACE,9,2024-08-14,.0,41686,37078183,610,7,2Z,SPK,CC,2024-08-14-11.10.06.034000,S,3
182188,153,NLRS,NL RED S02PAD,41,ST24,STYRO24,462,LK19,LINER SPK BAG,277,SPARKLE/SV28-10,23,,ULLO PLACE,9,2024-08-14,.0,41686,37078183,610,7,2Z,SPK,CC,2024-08-14-11.10.06.034000,S,4
182189,153,NLRS,NL RED S02PAD,41,ST24,STYRO24,462,LK19,LINER SPK BAG,277,SPARKLE/SV28-10,23,,ULLO PLACE,9,2024-08-14,.0,41686,37078183,610,7,2Z,SPK,CC,2024-08-14-11.10.06.034000,S,5
182190,99,NL,NO LABEL,92,TOTE,FIELD TOTE,194,D20,DRUM-20,277,SPARKLE/SV28-10,23,,ULLO PLACE,9,2024-08-14,.0,41686,37078183,610,7,2X,SPK,CC,2024-08-14-11.10.06.034000,S,6
182191,740,STB,STELLA BELLA,36,CB24,C/B 16X24,218,10X2,CLAMSHELL10X2,241,STELLA BELLA/SV,54,,FDIC,3,2024-08-14,68.0,50515,12000000,440,0,2Z, SB,HP,2024-08-14-11.10.06.034000,S,1
182192,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,241,STELLA BELLA/SV,54,,FDIC,3,2024-08-14,.0,23229,231251000,380,9,2Z, SB,AQ,2024-08-14-11.10.06.034000,S,1
182193,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,241,STELLA BELLA/SV,54,,FDIC,3,2024-08-14,.0,23229,231251000,380,9,2Z, SB,AQ,2024-08-14-11.10.06.034000,S,2
182194,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,241,STELLA BELLA/SV,54,,FDIC,3,2024-08-14,.0,23229,231251000,380,9,2Z, SB,AQ,2024-08-14-11.10.06.034000,S,3
182195,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,241,STELLA BELLA/SV,54,,FDIC,3,2024-08-14,.0,23229,231251000,380,9,2Z, SB,AQ,2024-08-14-11.10.06.034000,S,4
182196,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,241,STELLA BELLA/SV,54,,FDIC,3,2024-08-14,.0,23229,231251000,380,9,2Z, SB,AQ,2024-08-14-11.10.06.034000,S,5
182197,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,241,STELLA BELLA/SV,54,,FDIC,3,2024-08-14,.0,23229,231251000,380,9,2X, SB,AQ,2024-08-14-11.10.06.034000,S,6
182198,38,SVC,SUNVIEW,36,CB24,C/B 16X24,165,PC19,LOBLAWS PCBAG,241,STELLA BELLA/SV,54,,FDIC,11,2024-08-14,.0,27366,245246000,710,9,2Z, SB,AV,2024-08-14-11.10.06.035000,S,1
182199,38,SVC,SUNVIEW,36,CB24,C/B 16X24,165,PC19,LOBLAWS PCBAG,241,STELLA BELLA/SV,54,,FDIC,11,2024-08-14,.0,27366,245246000,710,9,2Z, SB,AV,2024-08-14-11.10.06.035000,S,2
182200,38,SVC,SUNVIEW,36,CB24,C/B 16X24,165,PC19,LOBLAWS PCBAG,241,STELLA BELLA/SV,54,,FDIC,11,2024-08-14,.0,27366,245246000,710,9,2Z, SB,AV,2024-08-14-11.10.06.035000,S,3
182201,38,SVC,SUNVIEW,36,CB24,C/B 16X24,165,PC19,LOBLAWS PCBAG,241,STELLA BELLA/SV,54,,FDIC,11,2024-08-14,.0,27366,245246000,710,9,2Z, SB,AV,2024-08-14-11.10.06.035000,S,4
182202,38,SVC,SUNVIEW,36,CB24,C/B 16X24,165,PC19,LOBLAWS PCBAG,241,STELLA BELLA/SV,54,,FDIC,11,2024-08-14,.0,27366,245246000,710,9,2Z, SB,AV,2024-08-14-11.10.06.035000,S,5
